id,dex_number,region,slug,description,credit,enabled,catchable,abundance,gender_rate,has_gender_differences,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
743,743,alola,ribombee,"Ribombee absolutely hate getting wet or rained on. In the cloudy Galar region, they are very seldom seen.",,1,1,96,4,0,アブリボン,Aburibon,Aburibbon,Ribombee,,Bandelby,Rubombelle,Bug,Fairy,,,,,2,5,,742,60,55,60,95,70,124,,,,,
744,744,alola,rockruff,"This Pokémon travels in a pack with others until it grows up. When its mood turns sour, it starts striking the ground with the rocks on its neck.",,1,1,384,4,0,イワンコ,Iwanko,Iwanko,Rockruff,,Wuffels,Rocabot,Rock,,,,,,5,92,745,,45,65,40,30,40,60,,,,,
745,745,alola,lycanroc-midday,"It has a calm and collected demeanor. It swiftly closes in on its prey, then slices them with the rocks in its mane.",,1,1,96,4,0,ルガルガン,Rugarugan,Lugarugan,Lycanroc,,Wolwerock,Lougaroc,Rock,,,,,,8,250,,744,75,115,65,55,65,112,,,,,
746,746,alola,wishiwashi-solo,"When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather.",,1,4,96,4,0,ヨワシ,Yowashi,Yowashi,Wishiwashi,,Lusardin,Froussardine,Water,,,,,,2,3,,,45,20,20,25,25,40,,,,,
747,747,alola,mareanie,"It has excellent regenerative capabilities. Legs that a Mareanie has lost have a very bitter, astringent flavor—they’re not suitable as food.",,1,1,384,4,0,ヒドイデ,Hidoide,Hidoide,Mareanie,,Garstella,Vorastérie,Poison,Water,,,,,4,80,748,,50,53,62,43,52,45,,,,,
748,748,alola,toxapex,"Toxapex gets into fierce battles with Bruxish over areas where warm ocean currents flow, but the odds are always against it.",,1,1,96,4,0,ドヒドイデ,Dohidoide,Dohidoide,Toxapex,,Aggrostella,Prédastérie,Poison,Water,,,,,7,145,,747,50,63,152,53,142,35,,,,,
749,749,alola,mudbray,"Though a slow walker, Mudbray is plenty strong. Its pace doesn’t change even when it’s loaded with 50 times its own body weight.",,1,1,384,4,0,ドロバンコ,Dorobanko,Dorobanko,Mudbray,,Pampuli,Tiboudet,Ground,,,,,,10,1100,750,,70,100,70,45,55,45,,,,,
750,750,alola,mudsdale,"Its legs are fortified with mud and harder than stone, and they can reduce a large truck to scrap with one kick.",,1,1,96,4,0,バンバドロ,Banbadoro,Banbadoro,Mudsdale,,Pampross,Bourrinos,Ground,,,,,,25,9200,,749,100,125,100,55,85,35,,,,,
751,751,alola,dewpider,"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head.",,1,2,384,4,0,シズクモ,Shizukumo,Shizukumo,Dewpider,,Araqua,Araqua,Water,Bug,,,,,3,40,752,,38,40,52,40,72,27,,,,,
752,752,alola,araquanid,"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food.",,1,2,96,4,0,オニシズクモ,Onishizukumo,Onishizukumo,Araquanid,,Aranestro,Tarenbulle,Water,Bug,,,,,18,820,,751,68,70,92,50,132,42,,,,,
753,753,alola,fomantis,Many Trainers give their Fomantis their own flowerpots so they can sunbathe in peace and quiet.,,1,1,384,4,0,カリキリ,Karikiri,Karikiri,Fomantis,,Imantis,Mimantis,Grass,,,,,,3,15,754,,40,55,35,50,35,35,,,,,
754,754,alola,lurantis,A lot of time and effort is required to maintain the vivid colors of its petals. This Pokémon puts its Trainer’s attentiveness to the test.,,1,1,96,4,0,ラランテス,Rarantesu,Lalantes,Lurantis,,Mantidea,Floramantis,Grass,,,,,,9,185,,753,70,105,90,80,90,45,,,,,
755,755,alola,morelull,Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep.,,1,1,384,4,0,ネマシュ,Nemashu,Nemasyu,Morelull,,Bubungus,Spododo,Grass,Fairy,,,,,2,15,756,,40,35,55,65,75,15,,,,,
756,756,alola,shiinotic,"If you see a light deep in a forest at night, don’t go near. Shiinotic will make you fall fast asleep.",,1,1,96,4,0,マシェード,Mashēdo,Mashade,Shiinotic,,Lamellux,Lampignon,Grass,Fairy,,,,,10,115,,755,60,45,80,90,100,30,,,,,
757,757,alola,salandit,Only female Salandit can produce gas laden with pheromones. Males entranced by this gas will do whatever the females tell them.,,1,2,384,1,0,ヤトウモリ,Yatōmori,Yatoumori,Salandit,,Molunk,Tritox,Poison,Fire,,,,,6,48,758,,48,44,40,71,40,77,,,,,
758,758,alola,salazzle,"When two Salazzle meet, they will use their pheromone gas to fight over the males in each other’s group.",,1,2,96,8,0,エンニュート,Ennyūto,Ennewt,Salazzle,,Amfira,Malamandre,Poison,Fire,,,,,12,222,,757,68,64,60,111,60,117,,,,,
759,759,alola,stufful,"The way it protects itself by flailing its arms may be an adorable sight, but stay well away. This is flailing that can snap thick tree trunks.",,1,1,384,4,0,ヌイコグマ,Nuikoguma,Nuikoguma,Stufful,,Velursi,Nounourson,Normal,Fighting,,,,,5,68,760,,70,75,50,45,50,50,,,,,
760,760,alola,bewear,The moves it uses to take down its prey would make a martial artist jealous. It tucks subdued prey under its arms to carry them to its nest.,,1,1,96,4,0,キテルグマ,Kiteruguma,Kiteruguma,Bewear,,Kosturso,Chelours,Normal,Fighting,,,,,21,1350,,759,120,125,80,55,60,60,,,,,
761,761,alola,bounsweet,A Greedent drawn in by the sweet scent of these Pokémon will tuck the Bounsweet in among the berries in its tail and carry them all away.,,1,1,1536,8,0,アマカジ,Amakaji,Amakaji,Bounsweet,,Frubberl,Croquine,Grass,,,,,,3,32,762,,42,30,38,30,38,32,,,,,
762,762,alola,steenee,"Steenee bounces energetically through forests. If the rind that peels off its body is pulverized, it can be used to treat stomach pains.",,1,1,384,8,0,アママイコ,Amamaiko,Amamaiko,Steenee,,Frubaila,Candine,Grass,,,,,,7,82,763,761,52,40,48,40,48,62,,,,,
763,763,alola,tsareena,"This Pokémon launches fierce yet elegant kicks with its long, slender legs. It views Quaquaval as its rival.",,1,1,96,8,0,アマージョ,Amājo,Amajo,Tsareena,,Fruyal,Sucreine,Grass,,,,,,12,214,,762,72,120,98,50,98,72,,,,,
764,764,alola,comfey,"These Pokémon smell very nice. All Comfey wear different flowers, so each of these Pokémon has its own individual scent.",,1,1,96,6,0,キュワワー,Kyuwawā,Cuwawa,Comfey,,Curelei,Guérilande,Fairy,,,,,,1,3,,,51,52,90,82,110,100,,,,,
765,765,alola,oranguru,"This Pokémon lives quietly in the depths of the forest. The purple, cape-like fur gets longer and longer as Oranguru ages.",,1,1,96,4,0,ヤレユータン,Yareyūtan,Yareyuutan,Oranguru,,Kommandutan,Gouroutan,Normal,Psychic,,,,,15,760,,,90,60,80,90,110,60,,,,,
766,766,alola,passimian,The boss chooses 10 members of the group to go out hunting. The hunting party will evenly split the food they find with the rest of the group.,,1,1,96,4,0,ナゲツケサル,Nagetsukesaru,Nagetukesaru,Passimian,,Quartermak,Quartermac,Fighting,,,,,,20,828,,,100,120,90,40,60,80,,,,,
767,767,alola,wimpod,"Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence.",,1,1,384,4,0,コソクムシ,Kosokumushi,Kosokumushi,Wimpod,,Reißlaus,Sovkipou,Bug,Water,,,,,5,120,768,,25,35,40,20,30,80,,,,,
768,768,alola,golisopod,"They live in sunken ships or in holes in the seabed. When Golisopod and Grapploct battle, the loser becomes the winner’s meal.",,1,2,96,4,0,グソクムシャ,Gusokumusha,Gusokumusha,Golisopod,,Tectass,Sarmuraï,Bug,Water,,,,,20,1080,,767,75,125,140,60,90,40,,,,,
769,769,alola,sandygast,"It flings sand into the eyes of its prey and tries to close in on them while they’re blinded, but since Sandygast is so slow, the prey tends to escape.",,1,1,384,4,0,スナバァ,Sunabā,Sunaba,Sandygast,,Sankabuh,Bacabouh,Ghost,Ground,,,,,5,700,770,,55,55,80,70,45,15,,,,,
770,770,alola,palossand,"From the hollows in its arms, it fires the bones of its victims, which are all dried up after being drained of their vitality.",,1,1,96,4,0,シロデスナ,Shirodesuna,Sirodethna,Palossand,,Colossand,Trépassable,Ghost,Ground,,,,,13,2500,,769,85,75,110,100,75,35,,,,,
771,771,alola,pyukumuku,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.",,1,2,96,4,0,ナマコブシ,Namakobushi,Namakobushi,Pyukumuku,,Gufa,Concombaffe,Water,,,,,,3,12,,,55,60,130,30,130,5,,,,,
772,772,alola,type-null,It was modeled after a mighty Pokémon of myth. The mask placed upon it limits its power in order to keep it under control.,,1,2,6,-1,0,タイプ：ヌル,Taipu: Nuru,Type: Null,Type: Null,,Typ:Null,Type:0,Normal,,,1,,,19,1205,773,,95,95,95,95,95,59,,,,,
773,773,alola,silvally,The final factor needed to release this Pokémon’s true power was a strong bond with a Trainer it trusts.,,1,2,6,-1,0,シルヴァディ,Shiruvadi,Silvady,Silvally,,Amigento,Silvallié,Normal,,,1,,,23,1005,,772,95,95,95,95,95,95,,,,,
774,774,alola,minior-red-meteor,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.",,1,2,96,-1,0,メテノ,Meteno,Meteno,Minior,,Meteno,Météno,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
775,775,alola,komala,A potent anesthetic can be made by diluting Komala’s drool. This anesthetic was used for surgeries in the past.,,1,1,96,4,0,ネッコアラ,Nekkoara,Nekkoara,Komala,,Koalelu,Dodoala,Normal,,,,,,4,199,,,65,115,65,75,95,65,,,,,
776,776,alola,turtonator,Eating sulfur in its volcanic habitat is what causes explosive compounds to develop in its shell. Its droppings are also dangerously explosive.,,1,1,96,4,0,バクガメス,Bakugamesu,Bakugames,Turtonator,,Tortunator,Boumata,Fire,Dragon,,,,,20,2120,,,60,78,135,91,85,36,,,,,
777,777,alola,togedemaru,"When it’s in trouble, it curls up into a ball, makes its fur spikes stand on end, and then discharges electricity indiscriminately.",,1,1,96,4,0,トゲデマル,Togedemaru,Togedemaru,Togedemaru,,Togedemaru,Togedemaru,Electric,Steel,,,,,3,33,,,65,98,63,40,73,96,,,,,
778,778,alola,mimikyu-disguised,"Mimikyu was only recently identified as a Pokémon. Previously, people thought it was just a ghost wearing a cloth.",,1,1,96,4,0,ミミッキュ,Mimikkyu,Mimikkyu,Mimikyu,,Mimigma,Mimiqui,Ghost,Fairy,,,,,2,7,,,55,90,80,50,105,96,,,,,
779,779,alola,bruxish,"When sunlight reflects on the ripples created by a Bruxish grinding its teeth, the water all around sparkles brilliantly.",,1,4,96,4,0,ハギギシリ,Hagigishiri,Hagigishiri,Bruxish,,Knirfish,Denticrisse,Water,Psychic,,,,,9,190,,,68,105,70,70,70,92,,,,,
780,780,alola,drampa,"Drampa is a kind and friendly Pokémon—up until it’s angered. When that happens, it stirs up a gale and flattens everything around.",,1,3,96,4,0,ジジーロン,Jijīron,Jijilong,Drampa,,Sen-Long,Draïeul,Normal,Dragon,,,,,30,1850,,,78,60,85,135,91,36,,,,,
781,781,alola,dhelmise,"After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force.",,1,1,96,-1,0,ダダリン,Dadarin,Dadarin,Dhelmise,,Moruda,Sinistrail,Ghost,Grass,,,,,39,2100,,,70,131,100,86,90,40,,,,,
782,782,alola,jangmo-o,Jangmo-o strikes its scales to communicate with others of its kind. Its scales are actually fur that’s become as hard as metal.,,1,1,1024,4,0,ジャラコ,Jarako,Jyarako,Jangmo-o,,Miniras,Bébécaille,Dragon,,,,,,6,297,783,,45,55,65,45,45,45,,,,,
783,783,alola,hakamo-o,"Before attacking its enemies, it clashes its scales together and roars. Its sharp claws shred the opposition.",,1,1,256,4,0,ジャランゴ,Jarango,Jyarango,Hakamo-o,,Mediras,Écaïd,Dragon,Fighting,,,,,12,470,784,782,55,75,90,65,70,65,,,,,
784,784,alola,kommo-o,Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales.,,1,1,64,4,0,ジャラランガ,Jararanga,Jyararanga,Kommo-o,,Grandiras,Ékaïser,Dragon,Fighting,,,,,16,782,,783,75,110,125,100,105,85,,,,,
785,785,alola,tapu-koko,"The lightning-wielding guardian deity of Melemele, Tapu Koko is brimming with curiosity and appears before people from time to time.",,1,3,6,-1,0,カプ・コケコ,Kapu Kokeko,Kapu-Kokeko,Tapu Koko,,Kapu-Riki,Tokorico,Electric,Fairy,,1,,,18,205,,,70,115,85,95,75,130,,,,,
786,786,alola,tapu-lele,"Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate.",,1,3,6,-1,0,カプ・テテフ,Kapu Tetefu,Kapu-Tetefu,Tapu Lele,,Kapu-Fala,Tokopiyon,Psychic,Fairy,,1,,,12,186,,,70,85,75,130,115,95,,,,,
787,787,alola,tapu-bulu,"It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula’ula controls plants.",,1,3,6,-1,0,カプ・ブルル,Kapu Bururu,Kapu-Bulul,Tapu Bulu,,Kapu-Toro,Tokotoro,Grass,Fairy,,1,,,19,455,,,70,130,115,85,95,75,,,,,
788,788,alola,tapu-fini,"Although it’s called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini.",,1,3,6,-1,0,カプ・レヒレ,Kapu Rehire,Kapu-Rehire,Tapu Fini,,Kapu-Kime,Tokopisco,Water,Fairy,,1,,,13,212,,,70,75,115,95,130,85,,,,,
789,789,alola,cosmog,"Cosmog is very curious but not very cautious, often placing itself in danger. If things start to look dicey, it teleports away.",,1,1,6,-1,0,コスモッグ,Kosumoggu,Cosmog,Cosmog,,Cosmog,Cosmog,Psychic,,,1,,,2,1,790,,43,29,31,29,31,37,,,,,
790,790,alola,cosmoem,"It sucks in dust from the air at an astounding rate, frantically building up energy within its core as preparation for evolution.",,1,1,6,-1,0,コスモウム,Kosumōmu,Cosmovum,Cosmoem,,Cosmovum,Cosmovum,Psychic,,,1,,,1,9999,791 792,789,43,29,131,29,131,37,,,,,
791,791,alola,solgaleo,Solgaleo was once known as the Beast That Devours the Sun. Energy in the form of light radiates boundlessly from it.,,1,2,6,-1,0,ソルガレオ,Sorugareo,Solgaleo,Solgaleo,,Solgaleo,Solgaleo,Psychic,Steel,,1,,,34,2300,,790,137,137,107,113,89,97,,,,,
792,792,alola,lunala,"It steals the light from its surroundings and then becomes the full moon, showering its own light across the night sky.",,1,1,6,-1,0,ルナアーラ,Runāāra,Lunala,Lunala,,Lunala,Lunala,Psychic,Ghost,,1,,,40,1200,,790,137,113,89,137,107,97,,,,,
793,793,alola,nihilego,It appeared in this world from an Ultra Wormhole. Nihilego appears to be a parasite that lives by feeding on people and Pokémon.,,1,3,3,-1,0,ウツロイド,Utsuroido,Uturoid,Nihilego,,Anego,Zéroïd,Rock,Poison,,,1,,12,555,,,109,53,47,127,131,103,,,,,
794,794,alola,buzzwole,Buzzwole goes around showing off its abnormally swollen muscles. It is one kind of Ultra Beast.,,1,2,3,-1,0,マッシブーン,Masshibūn,Massivoon,Buzzwole,,Masskito,Mouscoto,Bug,Fighting,,,1,,24,3336,,,107,139,139,53,53,79,,,,,
795,795,alola,pheromosa,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",,1,2,3,-1,0,フェローチェ,Ferōche,Pheroache,Pheromosa,,Schabelle,Cancrelove,Bug,Fighting,,,1,,18,250,,,71,137,37,137,37,151,,,,,
796,796,alola,xurkitree,"They’ve been dubbed Ultra Beasts. Some of them stand unmoving, like trees, with their arms and legs stuck into the ground.",,1,2,3,-1,0,デンジュモク,Denjumoku,Denjyumoku,Xurkitree,,Voltriant,Câblifère,Electric,,,,1,,38,1000,,,83,89,71,173,71,83,,,,,
797,797,alola,celesteela,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",,1,2,3,-1,0,テッカグヤ,Tekkaguya,Tekkaguya,Celesteela,,Kaguron,Bamboiselle,Steel,Flying,,,1,,92,9999,,,97,101,103,107,101,61,,,,,
798,798,alola,kartana,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",,1,2,3,-1,0,カミツルギ,Kamitsurugi,Kamiturugi,Kartana,,Katagami,Katagami,Grass,Steel,,,1,,3,1,,,59,181,131,59,31,109,,,,,
799,799,alola,guzzlord,An unknown life-form called a UB. It may be constantly hungry—it is certainly always devouring something.,,1,2,3,-1,0,アクジキング,Akujikingu,Akuziking,Guzzlord,,Schlingking,Engloutyran,Dark,Dragon,,,1,,55,8880,,,223,101,53,97,53,43,,,,,
800,800,alola,necrozma,"It needs light to survive, and it goes on a rampage seeking it out. Its laser beams will cut anything to pieces.",,1,2,6,-1,0,ネクロズマ,Nekurozuma,Necrozma,Necrozma,,Necrozma,Necrozma,Psychic,,,1,,,24,2300,,,97,107,101,127,89,79,,,,,
801,801,alola,magearna,"Built roughly 500 years ago by a scientist, the part called the Soul-Heart is the actual life-form.",,1,2,12,-1,0,マギアナ,Magiana,Magearna,Magearna,,Magearna,Magearna,Steel,Fairy,1,,,,10,805,,,80,95,115,130,115,65,,,,,
802,802,alola,marshadow,"This Pokémon can conceal itself in any shadow, so it went undiscovered for a long time.",,1,2,12,-1,0,マーシャドー,Māshadō,Marshadow,Marshadow,,Marshadow,Marshadow,Fighting,Ghost,1,,,,7,222,,,90,125,80,90,90,125,,,,,
803,803,alola,poipole,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.",,1,2,3,-1,0,ベベノム,Bebenomu,Bevenom,Poipole,,Venicro,Vémini,Poison,,,,1,,6,18,804,,67,73,67,73,67,73,,,,,
804,804,alola,naganadel,"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.",,1,2,3,-1,0,アーゴヨン,Āgoyon,Agoyon,Naganadel,,Agoyon,Mandrillon,Poison,Dragon,,,1,,36,1500,,803,73,73,73,127,73,121,,,,,
805,805,alola,stakataka,"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast.",,1,2,3,-1,0,ツンデツンデ,Tsundetsunde,Tundetunde,Stakataka,,Muramura,Ama-Ama,Rock,Steel,,,1,,55,8200,,,61,131,211,53,101,13,,,,,
806,806,alola,blacephalon,"A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.",,1,2,3,-1,0,ズガドーン,Zugadōn,Zugadoon,Blacephalon,,Kopplosio,Pierroteknik,Fire,Ghost,,,1,,18,130,,,53,127,53,151,79,107,,,,,
807,807,alola,zeraora,"Electricity sparks from the pads on its limbs. Wherever Zeraora runs, lightning flashes and thunder echoes.",,1,1,12,-1,0,ゼラオラ,Zeraora,Zeraora,Zeraora,,Zeraora,Zeraora,Electric,,1,,,,15,445,,,88,112,75,102,80,143,,,,,
808,808,alola,meltan,"They live as a group, but when the time comes, one strong Meltan will absorb all the others and evolve.",,1,2,12,-1,0,メルタン,Merutan,Meltan,Meltan,,Meltan,Meltan,Steel,,1,,,,2,80,,,46,65,65,55,35,34,,,,,
809,809,alola,melmetal,Centrifugal force is behind the punches of Melmetal’s heavy hex-nut arms. Melmetal is said to deliver the strongest punches of all Pokémon.,,1,2,12,-1,0,メルメタル,Merumetaru,Melmetal,Melmetal,,Melmetal,Melmetal,Steel,,1,,,,25,8000,,,135,143,143,80,65,34,,,,,
810,810,galar,grookey,"It attacks with rapid beats of its stick. As it strikes with amazing speed, it gets more and more pumped.",,1,1,512,1,0,サルノリ,Sarunori,,Grookey,,Chimpep,Ouistempo,Grass,,,,,,3,50,811,,50,65,50,40,40,65,,,,,
811,811,galar,thwackey,"When it’s drumming out rapid beats in battle, it gets so caught up in the rhythm that it won’t even notice that it’s already knocked out its opponent.",,1,1,384,1,0,バチンキー,Bachinkī,,Thwackey,,Chimstix,Badabouin,Grass,,,,,,7,140,812,810,70,85,70,55,60,80,,,,,
812,812,galar,rillaboom,The one with the best drumming techniques becomes the boss of the troop. It has a gentle disposition and values harmony among its group.,,1,1,96,1,0,ゴリランダー,Gorirandā,,Rillaboom,,Gortrom,Gorythmic,Grass,,,,,,21,900,,811,100,125,90,60,70,85,,,,,
813,813,galar,scorbunny,"It has special pads on the backs of its feet, and one on its nose. Once it’s raring to fight, these pads radiate tremendous heat.",,1,1,512,1,0,ヒバニー,Hibanī,,Scorbunny,,Hopplo,Flambino,Fire,,,,,,3,45,814,,50,71,40,40,40,69,,,,,
814,814,galar,raboot,"It kicks berries right off the branches of trees and then juggles them with its feet, practicing its footwork.",,1,1,384,1,0,ラビフット,Rabifutto,,Raboot,,Kickerlo,Lapyro,Fire,,,,,,6,90,815,813,65,86,60,55,60,94,,,,,
815,815,galar,cinderace,"It’s skilled at both offense and defense, and it gets pumped up when cheered on. But if it starts showboating, it could put itself in a tough spot.",,1,1,96,1,0,エースバーン,Ēsubān,,Cinderace,,Liberlo,Pyrobut,Fire,,,,,,14,330,,814,80,116,75,65,75,119,,,,,
816,816,galar,sobble,"When it gets wet, its skin changes color, and this Pokémon becomes invisible as if it were camouflaged.",,1,1,512,1,0,メッソン,Messon,,Sobble,,Memmeon,Larméléon,Water,,,,,,3,40,817,,50,40,40,70,40,70,,,,,
817,817,galar,drizzile,"Highly intelligent but also very lazy, it keeps enemies out of its territory by laying traps everywhere.",,1,1,384,1,0,ジメレオン,Jimereon,,Drizzile,,Phlegleon,Arrozard,Water,,,,,,7,115,818,816,65,60,55,95,55,90,,,,,
818,818,galar,inteleon,Its nictitating membranes let it pick out foes’ weak points so it can precisely blast them with water that shoots from its fingertips at Mach 3.,,1,1,96,1,0,インテレオン,Intereon,,Inteleon,,Intelleon,Lézargus,Water,,,,,,19,452,,817,70,85,65,125,65,120,,,,,
819,819,galar,skwovet,"No matter how much it stuffs its belly with food, it is always anxious about getting hungry again. So, it stashes berries in its cheeks and tail.",,1,1,384,4,0,ホシガリス,Hoshigarisu,,Skwovet,,Raffel,Rongourmand,Normal,,,,,,3,25,820,,70,55,55,35,35,25,,,,,
820,820,galar,greedent,"This Pokémon makes off with heaps of fallen berries by wrapping them in its tail, which is roughly twice the length of its body.",,1,1,96,4,0,ヨクバリス,Yokubarisu,,Greedent,,Schlaraffel,Rongrigou,Normal,,,,,,6,60,,819,120,95,95,55,75,20,,,,,
821,821,galar,rookidee,"The females are fussier than the males. If another creature dirties a female Rookidee’s wings, it’ll peck the offender relentlessly in a burning rage.",,1,1,1536,4,0,ココガラ,Kokogara,,Rookidee,,Meikro,Minisange,Flying,,,,,,2,18,822,,38,47,35,33,35,57,,,,,
822,822,galar,corvisquire,This intelligent Pokémon will quickly learn how to use any tool it can hold in its beak or its talons.,,1,1,384,4,0,アオガラス,Aogarasu,,Corvisquire,,Kranoviz,Bleuseille,Flying,,,,,,8,160,823,821,68,67,55,43,55,77,,,,,
823,823,galar,corviknight,"Although its wings have partly turned to steel and become heavy as a result, this Pokémon flies through the skies with ease.",,1,1,96,4,0,アーマーガア,Āmāgā,,Corviknight,,Krarmor,Corvaillus,Flying,Steel,,,,,22,750,,822,98,87,105,53,85,67,,,,,
824,824,galar,blipbug,"Often found in gardens, this Pokémon has hairs on its body that it uses to assess its surroundings.",,1,1,1536,4,0,サッチムシ,Satchimushi,,Blipbug,,Sensect,Larvadar,Bug,,,,,,4,80,825,,25,20,20,25,45,45,,,,,
825,825,galar,dottler,"As it grows inside its shell, it uses its psychic abilities to monitor the outside world and prepare for evolution.",,1,1,384,4,0,レドームシ,Redōmushi,,Dottler,,Keradar,Coléodôme,Bug,Psychic,,,,,4,195,826,824,50,35,80,50,90,30,,,,,
826,826,galar,orbeetle,It emits psychic energy to observe and study what’s around it—and what’s around it can include things over six miles away.,,1,1,96,4,0,イオルブ,Iorubu,,Orbeetle,,Maritellit,Astronelle,Bug,Psychic,,,,,4,408,,825,60,45,110,80,120,90,,,,,
827,827,galar,nickit,"Cunning and cautious, this Pokémon survives by stealing food from others. It erases its tracks with swipes of its tail as it makes off with its plunder.",,1,1,384,4,0,クスネ,Kusune,,Nickit,,Kleptifux,Goupilou,Dark,,,,,,6,89,828,,40,28,28,47,52,50,,,,,
828,828,galar,thievul,"With a lithe body and sharp claws, it goes around stealing food and eggs. Boltund is its natural enemy.",,1,1,96,4,0,フォクスライ,Fokusurai,,Thievul,,Gaunux,Roublenard,Dark,,,,,,12,199,,827,70,58,58,87,92,90,,,,,
829,829,galar,gossifleur,It whirls around in the wind while singing a joyous song. This delightful display has charmed many into raising this Pokémon.,,1,1,384,4,0,ヒメンカ,Himenka,,Gossifleur,,Cottini,Tournicoton,Grass,,,,,,4,22,830,,40,40,60,40,60,10,,,,,
830,830,galar,eldegoss,"The cotton on the head of this Pokémon can be spun into a glossy, gorgeous yarn—a Galar regional specialty.",,1,1,96,4,0,ワタシラガ,Watashiraga,,Eldegoss,,Cottomi,Blancoton,Grass,,,,,,5,25,,829,60,50,90,80,120,60,,,,,
831,831,galar,wooloo,"If its fleece grows too long, Wooloo won’t be able to move. Cloth made with the wool of this Pokémon is surprisingly strong.",,1,1,384,4,0,ウールー,Ūrū,,Wooloo,,Wolly,Moumouton,Normal,,,,,,6,60,832,,42,40,55,40,45,48,,,,,
832,832,galar,dubwool,Its majestic horns are meant only to impress the opposite gender. They never see use in battle.,,1,1,96,4,0,バイウールー,Baiūrū,,Dubwool,,Zwollock,Moumouflon,Normal,,,,,,13,430,,831,72,80,100,60,90,88,,,,,
833,833,galar,chewtle,A popular game among children is to lift up sticks that Chewtle have bitten onto to see whose Chewtle can hang on the longest.,,1,1,384,4,0,カムカメ,Kamukame,,Chewtle,,Kamehaps,Khélocrok,Water,,,,,,3,85,834,,50,64,50,38,38,44,,,,,
834,834,galar,drednaw,"Drednaw lurks along the shoreline. When prey come to drink water, Drednaw stretches its neck out and chomps down on them.",,1,1,96,4,0,カジリガメ,Kajirigame,,Drednaw,,Kamalm,Torgamord,Water,Rock,,,,,10,1155,,833,90,115,90,48,68,74,,,,,
835,835,galar,yamper,"This gluttonous Pokémon only assists people with their work because it wants treats. As it runs, it crackles with electricity.",,1,1,384,4,0,ワンパチ,Wanpachi,,Yamper,,Voldi,Voltoutou,Electric,,,,,,3,135,836,,59,45,50,40,50,26,,,,,
836,836,galar,boltund,"It sends electricity through its legs to boost their strength. Running at top speed, it easily breaks 50 mph.",,1,1,96,4,0,パルスワン,Parusuwan,,Boltund,,Bellektro,Fulgudog,Electric,,,,,,10,340,,835,69,90,60,90,60,121,,,,,
837,837,galar,rolycoly,Chunks of the surface of this Pokémon’s body that have grown old and flaked off have long been used for fuel as an alternative to coal.,,1,1,1536,4,0,タンドン,Tandon,,Rolycoly,,Klonkett,Charbi,Rock,,,,,,3,120,838,,30,40,50,40,50,30,,,,,
838,838,galar,carkol,"Due to the coal tar created inside it, the heap of coal on Carkol’s back never falls apart, even when the Pokémon rolls around at high speeds.",,1,1,384,4,0,トロッゴン,Toroggon,,Carkol,,Wagong,Wagomine,Rock,Fire,,,,,11,780,839,837,80,60,90,60,70,50,,,,,
839,839,galar,coalossal,"It’s gentle usually but fearsome when angered. With a body that burns at over 2,700 degrees Fahrenheit, it crushes foes and turns them to ash.",,1,1,96,4,0,セキタンザン,Sekitanzan,,Coalossal,,Montecarbo,Monthracite,Rock,Fire,,,,,28,3105,,838,110,80,120,80,90,30,,,,,
840,840,galar,applin,"Applin lives inside an apple. When an Applin is separated from its apple, its body loses moisture and the Pokémon grows weak.",,1,1,384,4,0,カジッチュ,Kajitchu,,Applin,,Knapfel,Verpom,Grass,Dragon,,,,,2,5,841 842,,40,40,80,40,40,20,,,,,
